date,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,fgi_value,sentiment_code,RSI,EMAF,EMAM,EMAS
2018-03-06,11455.000000,11455.000000,10555.480469,10716.480469,29515.572266,323842208.000000,250306.000000,13482.296875,147874128.000000,59.000000,3.000000,45.562342,11062.612913,10871.672126,10473.870743
2018-03-07,10716.480469,10899.000000,9389.309570,9910.000000,50647.671875,514808032.000000,396721.000000,24022.451172,244164768.000000,37.000000,2.000000,45.205523,10678.408608,10696.822648,10420.168767
2018-03-08,9910.000000,10099.000000,9060.000000,9271.639648,41109.472656,394641280.000000,336514.000000,20257.455078,194608720.000000,39.000000,2.000000,45.108776,10209.485622,10437.698466,10310.785042
2018-03-09,9267.070312,9410.000000,8329.000000,9227.000000,64112.292969,567082880.000000,462712.000000,31166.414062,275735456.000000,37.000000,2.000000,41.371359,9881.990414,10217.571472,10207.567419
2018-03-10,9230.000000,9490.000000,8667.070312,8770.219727,37180.011719,341210240.000000,288066.000000,17639.828125,161991792.000000,39.000000,2.000000,41.212053,9511.400185,9954.416610,10070.677162
2018-03-11,8770.219727,9740.000000,8450.000000,9533.570312,44325.972656,403491264.000000,333367.000000,21150.207031,192897632.000000,40.000000,2.000000,49.523212,9518.790227,9877.899101,10019.524129
2018-03-12,9533.570312,9888.879883,8780.000000,9131.339844,42230.777344,395562720.000000,336642.000000,19369.697266,181454624.000000,41.000000,2.000000,39.324411,9389.640100,9742.161054,9934.935149
2018-03-13,9131.339844,9474.000000,8823.000000,9150.000000,40191.410156,367353984.000000,342734.000000,19856.457031,181534448.000000,41.000000,2.000000,36.761555,9309.760066,9634.495408,9860.179421
2018-03-14,9151.919922,9333.780273,7900.279785,8170.000000,49708.093750,426058016.000000,399127.000000,22883.330078,196344160.000000,40.000000,2.000000,32.313702,8929.840044,9368.223516,9699.209952
2018-03-15,8184.009766,8430.000000,7650.000000,8240.980469,52291.023438,422130720.000000,400529.000000,26414.160156,213358240.000000,32.000000,2.000000,25.972927,8700.220186,9163.270234,9560.330954
2018-03-16,8240.980469,8611.639648,7900.000000,8260.000000,38815.410156,322355008.000000,255807.000000,20049.433594,166563488.000000,33.000000,2.000000,24.621104,8553.480124,8999.039283,9436.489911
2018-03-17,8260.000000,8348.620117,7721.990234,7824.799805,33110.207031,265973104.000000,292041.000000,15677.257812,125987776.000000,31.000000,2.000000,16.819942,8310.586684,8785.541196,9282.995615
2018-03-18,7824.009766,8317.400391,7322.000000,8189.990234,59488.230469,458311744.000000,423336.000000,28216.511719,217530800.000000,29.000000,2.000000,21.333217,8270.387868,8677.259203,9178.899864
2018-03-19,8189.000000,8705.230469,8088.399902,8600.000000,55297.085938,462654336.000000,360414.000000,27263.324219,228208480.000000,29.000000,2.000000,26.790792,8380.258578,8663.212075,9123.766544
2018-03-20,8595.009766,9050.000000,8280.000000,8909.980469,44865.105469,387879392.000000,298261.000000,22849.035156,197422832.000000,37.000000,2.000000,34.211353,8556.832542,8708.079056,9103.405965
2018-03-21,8909.959961,9177.009766,8750.599609,8885.000000,39972.406250,358157472.000000,293696.000000,19047.486328,170758400.000000,36.000000,2.000000,39.624210,8666.221695,8740.246500,9082.605397
2018-03-22,8884.820312,9100.000000,8465.099609,8722.900391,40617.558594,354804128.000000,276449.000000,19567.564453,171050704.000000,36.000000,2.000000,43.852518,8685.114593,8737.092662,9048.347778
2018-03-23,8720.000000,8909.000000,8269.000000,8898.030273,39991.007812,340755584.000000,278571.000000,20106.789062,171487648.000000,28.000000,2.000000,46.419270,8756.086487,8766.354046,9034.031825
2018-03-24,8898.040039,8999.950195,8491.000000,8546.860352,35466.609375,313254816.000000,270300.000000,17302.107422,152967776.000000,32.000000,2.000000,47.511594,8686.344442,8726.446102,8987.634542
2018-03-25,8531.250000,8669.849609,8365.769531,8470.150391,29001.769531,247023168.000000,215660.000000,14379.264648,122528264.000000,30.000000,2.000000,36.012643,8614.279758,8679.846881,8938.350337
2018-03-26,8470.139648,8514.889648,7831.000000,8134.229980,44033.593750,358429760.000000,310462.000000,20957.257812,170723440.000000,31.000000,2.000000,36.651992,8454.263165,8580.643808,8861.767446
2018-03-27,8134.220215,8215.940430,7730.000000,7795.509766,37427.648438,297609664.000000,266540.000000,18462.382812,146860640.000000,24.000000,0.000000,33.298976,8234.678699,8437.892164,8760.219095
2018-03-28,7795.509766,8109.000000,7728.000000,7949.299805,26401.332031,209186096.000000,183620.000000,13685.416992,108484584.000000,24.000000,0.000000,46.582426,8139.552401,8349.057190,8682.988687
2018-03-29,7949.299805,7975.000000,6941.109863,7090.140137,54620.914062,405591168.000000,359537.000000,24584.812500,182402560.000000,18.000000,0.000000,35.675663,7789.748313,8120.163180,8531.288825
2018-03-30,7090.160156,7292.430176,6600.100098,6840.229980,65306.031250,450352000.000000,400057.000000,31944.390625,220453632.000000,12.000000,0.000000,33.288846,7473.242202,7887.448053,8370.235601
2018-03-31,6840.240234,7223.359863,6777.000000,6923.910156,36868.539062,258341536.000000,240293.000000,19086.033203,133763992.000000,16.000000,0.000000,38.439613,7290.131520,7712.259344,8232.490321
2018-04-01,6922.000000,7049.979980,6430.000000,6813.009766,44071.429688,297470496.000000,260942.000000,21899.300781,147951168.000000,16.000000,0.000000,31.096656,7131.090935,7548.759421,8097.301697
2018-04-02,6813.009766,7125.000000,6765.000000,7056.000000,32123.560547,224322160.000000,206780.000000,16365.683594,114292408.000000,11.000000,0.000000,27.785078,7106.060624,7459.166799,7998.130106
2018-04-03,7063.970215,7520.000000,7011.009766,7405.209961,37787.332031,277080064.000000,248143.000000,19218.849609,140892240.000000,22.000000,0.000000,28.591184,7205.777069,7449.356465,7941.661521
2018-04-04,7405.209961,7427.520020,6707.000000,6796.100098,42227.183594,297443584.000000,277249.000000,20299.402344,142890976.000000,22.000000,0.000000,24.516291,7069.218079,7330.582580,7832.560433
2018-04-05,6796.100098,6902.000000,6566.689941,6770.759766,39029.730469,263446944.000000,238476.000000,18991.103516,128270768.000000,17.000000,0.000000,25.362593,6969.731975,7228.796614,7731.436560
2018-04-06,6770.000000,6850.000000,6500.000000,6601.390137,27455.011719,182139792.000000,162456.000000,13778.063477,91424040.000000,19.000000,0.000000,20.972558,6846.951362,7114.722709,7623.813091
2018-04-07,6601.390137,7070.000000,6586.279785,6895.799805,32269.578125,222323856.000000,178577.000000,16460.736328,113334536.000000,20.000000,0.000000,28.828327,6863.234176,7074.918545,7554.478493
2018-04-08,6895.810059,7109.129883,6880.000000,7018.000000,21427.673828,149967344.000000,152461.000000,11211.616211,78468496.000000,17.000000,0.000000,31.593703,6914.822784,7064.569718,7503.385303
2018-04-09,7011.040039,7185.000000,6611.000000,6782.720215,34078.296875,234309952.000000,212669.000000,17046.427734,117289584.000000,21.000000,0.000000,32.420850,6870.788595,7013.324354,7434.750533
2018-04-10,6781.549805,6890.000000,6656.000000,6843.899902,22326.728516,151417840.000000,147755.000000,11456.448242,77704392.000000,18.000000,0.000000,36.659163,6861.825697,6982.519908,7378.479044
2018-04-11,6839.560059,6990.000000,6787.000000,6953.790039,23997.871094,165264000.000000,155607.000000,12530.659180,86309560.000000,20.000000,0.000000,35.869793,6892.480478,6977.296296,7338.032472
2018-04-12,6953.779785,8012.229980,6743.200195,7923.000000,64861.597656,485176256.000000,404588.000000,33198.867188,248243488.000000,18.000000,0.000000,61.463435,7235.986985,7149.242424,7393.743665
2018-04-13,7922.990234,8233.389648,7732.000000,7877.410156,55044.523438,439884512.000000,351905.000000,27485.083984,219615104.000000,23.000000,0.000000,65.126478,7449.794709,7281.636557,7439.807141
2018-04-17,8064.919922,8173.700195,7825.399902,7885.020020,32152.603516,258221760.000000,221228.000000,15662.794922,125845496.000000,26.000000,2.000000,64.335126,7594.869812,7391.342641,7482.208367
2018-04-18,7890.959961,8236.429688,7868.000000,8173.000000,26969.044922,217649168.000000,183472.000000,14559.152344,117565320.000000,24.000000,0.000000,69.266761,7787.579875,7533.462161,7547.998046
2018-04-19,8173.990234,8296.000000,8080.000000,8278.000000,27113.847656,222675104.000000,196821.000000,13747.595703,112939224.000000,25.000000,0.000000,68.016271,7951.053250,7668.832677,7617.522042
2018-04-20,8273.839844,8930.000000,8177.089844,8856.980469,39795.335938,337288576.000000,289687.000000,21087.904297,178802592.000000,26.000000,2.000000,70.045714,8253.028990,7884.859548,7735.565702
2018-04-21,8852.120117,9035.000000,8565.000000,8915.309570,40872.230469,358915968.000000,295374.000000,21145.841797,185753264.000000,32.000000,2.000000,84.510668,8473.789183,8072.214098,7847.922261
2018-04-22,8915.309570,9020.669922,8727.679688,8787.019531,29458.253906,261804368.000000,229871.000000,14937.899414,132830240.000000,31.000000,2.000000,81.768949,8578.199299,8202.178722,7937.360096
2018-04-23,8785.700195,8985.000000,8745.000000,8934.009766,25838.115234,229754640.000000,190944.000000,13246.605469,117823056.000000,28.000000,2.000000,87.014675,8696.802788,8335.238912,8032.279112
2018-04-24,8934.000000,9731.009766,8922.000000,9619.990234,46268.789062,431210048.000000,326608.000000,24784.710938,231061872.000000,29.000000,2.000000,88.450006,9004.531937,8568.830061,8183.489695
2018-04-25,9618.959961,9759.820312,8730.000000,8869.990234,81110.039062,745137792.000000,477363.000000,38824.015625,356851520.000000,64.000000,3.000000,72.204470,8959.684702,8623.586456,8248.870699
2018-04-26,8869.990234,9307.480469,8651.620117,9266.000000,43300.304688,385046656.000000,285850.000000,22640.669922,201458896.000000,47.000000,4.000000,78.668403,9061.789802,8740.388919,8345.740156
2018-04-27,9267.030273,9395.000000,8889.000000,8915.349609,37241.347656,342805664.000000,268471.000000,18517.603516,170503664.000000,55.000000,3.000000,72.415811,9012.976404,8772.199953,8399.988675
2018-04-28,8915.349609,9427.480469,8870.000000,9348.000000,34759.628906,321653856.000000,257288.000000,18251.630859,169069664.000000,54.000000,4.000000,74.216862,9124.650936,8876.890871,8490.275468
2018-04-29,9348.000000,9570.509766,9163.740234,9419.000000,38149.851562,357004896.000000,311494.000000,19364.945312,181366656.000000,61.000000,3.000000,68.491689,9222.767291,8975.456167,8578.725424
2018-04-30,9417.040039,9458.639648,9124.990234,9246.009766,35002.035156,325019392.000000,285951.000000,17461.189453,162179072.000000,59.000000,3.000000,66.400389,9230.514782,9024.647731,8642.276313
2018-05-01,9246.009766,9248.990234,8800.490234,9071.480469,41018.464844,368688352.000000,268741.000000,20050.167969,180200000.000000,56.000000,3.000000,63.670851,9177.503345,9033.162774,8683.152900
2018-05-02,9071.480469,9268.000000,8970.200195,9247.839844,26123.544922,238421840.000000,188258.000000,13960.455078,127439648.000000,52.000000,4.000000,62.711695,9200.948844,9072.194968,8736.932609
2018-05-03,9247.809570,9844.000000,9168.400391,9750.000000,38768.386719,366028352.000000,282581.000000,21093.140625,199234352.000000,55.000000,3.000000,65.913789,9383.965896,9195.432247,8833.415217
2018-05-04,9750.000000,9830.040039,9520.849609,9713.990234,28681.589844,277565984.000000,210165.000000,14779.500000,143070416.000000,56.000000,3.000000,60.497555,9493.974009,9289.715517,8917.279505
2018-05-05,9714.000000,10020.000000,9682.000000,9864.000000,24990.017578,246807568.000000,212076.000000,13011.844727,128527640.000000,63.000000,3.000000,61.365292,9617.316006,9394.130878,9007.443361
2018-05-06,9863.990234,9970.000000,9417.030273,9659.009766,27690.351562,267359424.000000,229309.000000,13297.506836,128427768.000000,67.000000,3.000000,60.257912,9631.213926,9442.290676,9069.497305
2018-05-07,9661.019531,9689.669922,9181.000000,9365.000000,33787.640625,316015968.000000,230754.000000,15818.048828,147985328.000000,56.000000,3.000000,54.900568,9542.475951,9428.237826,9097.640418
2018-05-08,9365.000000,9475.700195,9060.540039,9187.559570,25533.832031,236418160.000000,189159.000000,13086.547852,121220080.000000,62.000000,3.000000,44.440064,9424.170490,9384.478143,9106.204147
2018-05-09,9178.000000,9390.000000,8965.000000,9310.000000,25673.525391,235736784.000000,192337.000000,13597.268555,124869560.000000,53.000000,4.000000,56.746029,9386.113660,9370.936662,9125.613276
2018-05-10,9310.000000,9395.120117,8970.000000,9002.200195,25055.064453,231595008.000000,221075.000000,12548.137695,116002384.000000,63.000000,3.000000,45.843106,9258.142505,9303.893668,9113.859649
2018-05-11,9002.209961,9016.799805,8341.000000,8400.000000,48227.046875,418859808.000000,365538.000000,22767.458984,197915872.000000,41.000000,2.000000,42.475747,8972.095003,9139.549365,9045.873016
2018-05-12,8405.940430,8646.879883,8153.000000,8465.940430,40241.320312,337899872.000000,310305.000000,19545.974609,164142432.000000,44.000000,2.000000,35.577269,8803.376812,9017.075013,8990.641341
2018-05-13,8475.440430,8763.360352,8298.000000,8679.709961,25632.869141,219455680.000000,215590.000000,12797.047852,109577064.000000,40.000000,2.000000,38.450937,8762.154529,8955.735913,8961.028829
2018-05-14,8679.709961,8879.990234,8277.000000,8663.339844,37389.667969,320583616.000000,292731.000000,18408.054688,157869520.000000,40.000000,2.000000,40.429298,8729.216300,8902.572991,8932.677497
2018-05-15,8663.370117,8859.990234,8401.299805,8462.000000,28126.957031,242341024.000000,360379.000000,13977.498047,120464424.000000,40.000000,2.000000,40.076323,8640.144200,8822.468811,8887.851069
2018-05-16,8462.000000,8488.000000,8083.009766,8330.000000,31130.718750,257056560.000000,300842.000000,15627.101562,129113376.000000,32.000000,2.000000,34.836515,8536.762800,8732.929027,8834.722395
2018-05-17,8330.000000,8464.000000,7979.000000,8041.459961,25439.845703,209489040.000000,310780.000000,12489.264648,103022240.000000,31.000000,2.000000,19.629846,8371.661854,8607.207379,8759.173592
2018-05-18,8038.819824,8273.209961,7911.899902,8239.809570,23476.158203,189870384.000000,183913.000000,12352.962891,99971088.000000,37.000000,2.000000,25.225522,8327.711093,8540.407777,8709.710352
2018-05-19,8238.009766,8390.799805,8095.729980,8233.490234,17193.423828,141878768.000000,134185.000000,8731.948242,72082928.000000,31.000000,2.000000,21.207767,8296.304140,8484.604587,8664.356055
2018-05-20,8233.490234,8609.000000,8163.899902,8526.980469,19957.056641,167440560.000000,161265.000000,10632.451172,89177520.000000,32.000000,2.000000,30.616002,8373.196249,8492.309293,8651.272666
2018-05-21,8526.969727,8595.309570,8305.000000,8381.240234,21516.595703,181750672.000000,184158.000000,10738.686523,90716248.000000,41.000000,2.000000,32.253752,8375.877578,8472.114919,8625.555291
2018-05-22,8386.889648,8400.179688,7935.109863,7977.109863,23710.902344,194335440.000000,192154.000000,11801.527344,96803608.000000,30.000000,2.000000,29.815276,8242.955006,8382.114000,8563.798584
2018-05-23,7977.120117,8031.899902,7425.000000,7501.950195,42910.667969,331238048.000000,306812.000000,20890.888672,161412816.000000,26.000000,2.000000,23.023438,7995.953402,8222.084217,8462.670166
2018-05-24,7501.950195,7730.729980,7266.990234,7575.009766,37845.445312,284286368.000000,253694.000000,19012.980469,142901424.000000,27.000000,2.000000,27.102005,7855.638857,8104.434317,8378.131080
2018-05-25,7578.990234,7649.549805,7308.149902,7457.000000,26739.957031,199749584.000000,239025.000000,13830.870117,103360632.000000,25.000000,0.000000,32.087355,7722.759238,7986.718986,8290.404311
2018-05-26,7456.990234,7620.000000,7300.000000,7333.959961,19464.085938,145636224.000000,212344.000000,10377.956055,77725760.000000,23.000000,0.000000,28.954138,7593.159479,7868.035527,8199.314373
2018-05-27,7334.000000,7400.000000,7231.109863,7338.990234,18706.945312,136710624.000000,198341.000000,10258.277344,74990832.000000,19.000000,0.000000,22.975671,7508.436397,7771.845474,8117.378740
2018-05-28,7338.990234,7437.000000,7058.020020,7099.000000,27219.439453,196788992.000000,233392.000000,14409.488281,104233728.000000,22.000000,0.000000,21.075729,7371.957598,7649.509933,8020.390289
2018-05-29,7099.000000,7540.000000,7032.950195,7461.290039,39407.210938,288070656.000000,237359.000000,21855.929688,159656480.000000,16.000000,0.000000,32.536514,7401.735078,7615.288134,7967.142646
2018-05-30,7467.979980,7569.000000,7260.500000,7375.959961,32041.583984,237956896.000000,242079.000000,17205.949219,127816792.000000,38.000000,2.000000,33.075271,7393.143373,7571.773921,7910.839533
2018-05-31,7382.069824,7699.000000,7327.509766,7485.009766,30776.062500,231017584.000000,274399.000000,17009.013672,127645144.000000,25.000000,0.000000,39.457134,7423.765504,7555.998620,7870.284317
2018-06-01,7485.009766,7608.549805,7355.540039,7521.009766,28259.125000,211458512.000000,303069.000000,15701.205078,117516856.000000,24.000000,0.000000,35.488406,7456.180258,7549.637010,7837.020074
2018-06-02,7521.009766,7697.330078,7437.000000,7640.029785,26720.689453,203370448.000000,290131.000000,15540.050781,118296000.000000,27.000000,2.000000,38.540316,7517.463434,7566.072060,7818.259094
2018-06-03,7636.810059,7786.689941,7600.000000,7714.259766,27505.158203,211737376.000000,349636.000000,15760.911133,121340424.000000,40.000000,2.000000,32.854573,7583.062211,7593.015279,7808.354396
2018-06-04,7714.259766,7760.520020,7446.500000,7487.000000,32258.835938,244167056.000000,307003.000000,17730.335938,134226416.000000,41.000000,2.000000,31.762107,7551.041474,7573.739774,7777.749216
2018-06-05,7487.000000,7679.490234,7358.000000,7625.000000,31722.972656,237722144.000000,236865.000000,17315.687500,129807512.000000,26.000000,2.000000,41.944296,7575.694316,7583.059815,7763.201671
2018-06-06,7626.640137,7699.000000,7467.049805,7658.839844,27229.992188,207006656.000000,257573.000000,15071.587891,114621120.000000,42.000000,2.000000,54.497598,7603.409492,7596.838002,7753.262450
2018-06-07,7658.790039,7765.000000,7620.000000,7691.080078,25062.226562,192949056.000000,244186.000000,14415.555664,110989280.000000,38.000000,2.000000,53.407159,7632.633021,7613.972925,7747.340319
2018-06-08,7691.080078,7703.500000,7531.000000,7603.439941,23396.804688,178204160.000000,321734.000000,13038.958008,99303696.000000,40.000000,2.000000,54.376671,7622.901994,7612.057837,7733.635521
2018-06-09,7603.439941,7683.979980,7450.000000,7491.729980,19339.884766,147171152.000000,278971.000000,10653.461914,81075320.000000,39.000000,2.000000,54.747446,7579.177989,7590.180045,7710.596898
2018-06-10,7491.729980,7491.729980,6622.810059,6764.990234,52342.019531,367338752.000000,471088.000000,25976.246094,182618944.000000,24.000000,0.000000,37.958075,7307.782071,7440.145534,7620.539121
2018-06-11,6765.000000,6922.000000,6610.000000,6872.000000,34552.164062,233056688.000000,203442.000000,18716.667969,126255584.000000,15.000000,0.000000,44.956361,7162.521381,7336.846346,7549.249681
2018-06-12,6872.000000,6890.509766,6435.000000,6530.000000,36722.210938,245787808.000000,224658.000000,19299.736328,129341136.000000,19.000000,0.000000,29.119707,6951.680920,7190.147010,7452.178282
2018-06-13,6530.000000,6627.600098,6118.680176,6292.779785,46185.519531,295395680.000000,266517.000000,25367.244141,162375280.000000,19.000000,0.000000,27.262834,6732.047209,7026.989333,7341.759378
2018-06-14,6292.779785,6720.000000,6260.000000,6635.979980,44478.128906,289074816.000000,256384.000000,23838.218750,154927680.000000,17.000000,0.000000,33.773048,6700.024799,6955.896723,7274.542292
2018-06-15,6638.669922,6666.660156,6362.310059,6388.899902,30018.330078,196192096.000000,184938.000000,16192.452148,105856680.000000,26.000000,2.000000,29.978178,6596.316500,6852.806392,7190.195398
2018-06-16,6380.009766,6560.000000,6320.859863,6483.979980,22277.240234,143760032.000000,140470.000000,12750.635742,82290352.000000,22.000000,0.000000,29.380187,6558.870993,6785.747044,7122.936787
2018-06-17,6482.500000,6589.029785,6422.000000,6449.609863,19847.248047,129120720.000000,129759.000000,11208.657227,72949864.000000,23.000000,0.000000,27.117782,6522.450617,6724.631193,7058.810413
2018-06-18,6444.060059,6794.379883,6380.000000,6712.459961,31821.435547,208570448.000000,180773.000000,17674.591797,115843960.000000,27.000000,2.000000,36.163890,6585.787065,6722.418242,7025.824656
2018-06-19,6711.390137,6841.740234,6653.000000,6741.209961,24311.421875,163420096.000000,160490.000000,12849.740234,86385608.000000,32.000000,2.000000,33.571030,6637.594697,6725.834918,6998.718494
2018-06-20,6740.000000,6817.229980,6551.810059,6761.509766,26359.751953,175935328.000000,166074.000000,13647.933594,91142872.000000,34.000000,2.000000,33.234936,6678.899720,6732.321254,6976.127187
2018-06-21,6763.209961,6795.000000,6672.569824,6718.839844,25428.853516,171149856.000000,159783.000000,15152.496094,101995864.000000,37.000000,2.000000,31.905886,6692.213095,6729.870089,6951.623630
2018-06-22,6717.689941,6733.970215,5918.939941,6045.000000,52157.371094,327460672.000000,300515.000000,25336.720703,158994320.000000,28.000000,2.000000,26.191174,6476.475396,6605.348254,6865.278523
2018-06-23,6045.919922,6260.000000,6008.479980,6149.979980,26622.789062,162755760.000000,170164.000000,15110.741211,92413064.000000,17.000000,0.000000,29.459383,6367.643591,6522.554023,6797.154852
2018-06-24,6149.979980,6259.799805,5750.000000,6136.970215,47446.000000,284095328.000000,275996.000000,25966.417969,155558128.000000,15.000000,0.000000,37.697267,6290.752466,6452.447876,6734.280125
2018-06-25,6137.950195,6350.000000,6061.970215,6252.000000,39164.515625,242859920.000000,218384.000000,21986.056641,136305264.000000,16.000000,0.000000,37.892422,6277.834977,6416.002807,6688.348684
2018-06-26,6252.000000,6272.540039,6035.000000,6070.779785,19377.240234,119676552.000000,113431.000000,9824.659180,60710072.000000,21.000000,0.000000,40.431318,6208.816580,6353.234985,6629.532599
2018-06-27,6065.890137,6190.430176,5971.000000,6133.729980,19225.671875,117103008.000000,99481.000000,10381.013672,63236432.000000,18.000000,0.000000,46.426377,6183.787713,6313.324984,6582.313302
